nfd,sender,id,ts,date,assetId,amount,usd,assetPriceAtTime
wr.wompcrew.algo,NSVWDITLQD2LG7GKJA5CO3OM54PLWF2ALB7YBW3645SZ2ZGYK6AP4ZGJ2I,63BJZONC5WFH6CFMN5S46UX5AP5IIJDHZUQYFLKRY6WCGVNNCXTQ,1686361826,2023-06-10T01:50:26.000Z,796425061,100,6.007767598764345,0.06007767598764345
fisherman.algo,NXI7MODRDUOVA7XQK2P3HVP325P26BOBWTADLGJUUEQ7ALMOVIQBIAURWM,J7TVMPJATQXADXXLD7CVJUOYEQH3DFE3GR2LMUHRN4BOGWWYROWA,1686341385,2023-06-09T20:09:45.000Z,796425061,1000,64.03370315444984,0.06403370315444984
cyberware.algo,DGLTCFMANL2SMLVIAZ4KC2KIXSV7NSW27Y5SR23TKF5F64R5RKRPJJKC2I,NJTWGGJXM56DWJBM5EUXL4VTQTUYKB6UVUOEARMEU6E2EOCWI7VQ,1686310474,2023-06-09T11:34:34.000Z,0,25,3.1177776088147677,0.12471110435259071
thefutureoffinance.algo,6BPGVJNRGHRU54F5MG7YK47JSAZ7TALSEKEE5IWO7ILB6Y5KLOVXDUWIWA,RYFTKRRWHSOOWFZNWPG2KFN6GT7F56AS4C3NAC7XTXOVDGEIVYTA,1686294582,2023-06-09T07:09:42.000Z,796425061,250,12.794888372942063,0.051179553491768254
rydo.algo,RYDOEMPIHEMTA27KJCVGAFPQJPAV2BJDM2NCOVF5HEXEEVISE2JEA3TPTM,PCOFGCIP2ECNNISUMW62XVK2OSHDUHCK3LCKB5R4BWNZWI3FBADQ,1686287115,2023-06-09T05:05:15.000Z,796425061,200,9.895645027683257,0.04947822513841628
,F6XMSV2GUYLLRWS25SNJKQCD7PLDKLIPXHGOLIE6N7OSFFMVUVBYIRYUQE,J7SLPPI42EVFAUS3CCKVD37SEIATTEM5XIG2QP7ZLAY7KLA22AGA,1686268159,2023-06-08T23:49:19.000Z,1103395709,50,9.675288819624488,0.19350577639248975
kunstmusik.algo,2HYTI5GAB3WAJL5MZKQYUHZHYQJBEUD54OQNFZNBCPZXFPVDZOSCGUNORU,ZP5CTL5XICXRI4J7PJYHYDDBJARDAZM256HME3EBJU6ETIC6BEJA,1686267347,2023-06-08T23:35:47.000Z,796425061,12.1,0.6087107782519402,0.0503066758885901
raider.pro.algo,YGX3DYWGSZERSQYN7M7J3IWXIOURDX6RFSOKQJPU4RPC2RTZIOBFTDH3OI,N6FZ2X7XDKAOOSQB57REXQOJ7C6BSVKIZCH5F3MNQ4IGIDCYFRLA,1686255181,2023-06-08T20:13:01.000Z,796425061,100,4.553677220561249,0.04553677220561249
theheightenedperspective.algo,V6TJNILOYYT2QIY3VGVKOTKOPPHPFH3PYUAJRUGLNBZGNYQH6FUDEBUQSI,MUFPUXSYFYENIXOXXAXUGH4DXVWLNWH33RNVL7MMJKRMBHS3B4WQ,1686254994,2023-06-08T20:09:54.000Z,796425061,1000,45.536772205612486,0.04553677220561249
theheightenedperspective.algo,V6TJNILOYYT2QIY3VGVKOTKOPPHPFH3PYUAJRUGLNBZGNYQH6FUDEBUQSI,ANS3OSHVRUMXPD6H6HUT4YQQE4XHTJ3QSXWRL3VKUVF2BTB4UDQA,1686254960,2023-06-08T20:09:20.000Z,796425061,1,0.04553677220561249,0.04553677220561249
fisherman.algo,NXI7MODRDUOVA7XQK2P3HVP325P26BOBWTADLGJUUEQ7ALMOVIQBIAURWM,KQRD3II3BKTJ2VOPLFOR7V5PJUN76ZPPMM4DWF5PBSZSQRVXT4TQ,1686187677,2023-06-08T01:27:57.000Z,796425061,1500,97.70707838078545,0.06513805225385697
fisherman.algo,NXI7MODRDUOVA7XQK2P3HVP325P26BOBWTADLGJUUEQ7ALMOVIQBIAURWM,IJD2EKC76CVCCLWOMW625TC7HEXGFEV7O253SCWDZXHGN7QFKPEQ,1686185943,2023-06-08T00:59:03.000Z,796425061,2500,158.19109667762322,0.06327643867104929
fisherman.algo,NXI7MODRDUOVA7XQK2P3HVP325P26BOBWTADLGJUUEQ7ALMOVIQBIAURWM,DOWW65SAID4ONWRRTY7C432I6LU22SFP55D3EMPVYRNRJJE6HQMA,1686184521,2023-06-08T00:35:21.000Z,796425061,100,6.244780370786454,0.06244780370786454
jeremy.algo,BTV72TLOGSJHTWKSVMKUFUFJU2M6QJWMDUOMO4RCC42ALTF2HIKW6DQPDU,4L2XEAR7MUUNOMK5VKBQ6JMZSRFCSBC3XA6JBRHJPCTC5X3XJUIQ,1686125106,2023-06-07T08:05:06.000Z,796425061,420.69,31.460912409848966,0.07478407475777643
bso4life.algo,MXSQS4VVGGQDVFDVCG2PKGYKMMJLT25SRTCZDMIQLZSSX53F3GQWRHYWTI,QILTGQSZNN7EIGYIGNHDNZ3YYUH3DSE2JYM4BMACUUE4GNNVT7EQ,1686083706,2023-06-06T20:35:06.000Z,796425061,11.1,0.963307404198978,0.08678445082873676
,5HSCRRVNBZ467TGJAAOIBT5553SYB2FN55LO2FG7WTPS5UR7LLZCLGHXJU,ZEGGLKUMJVXMRBF4UTEIWFLF7PD45QAWHG65KYUPN2SJOJWGNW5A,1686053485,2023-06-06T12:11:25.000Z,0,40,5.412042435238808,0.13530106088097021
joyride.gekofam.algo,B7GK7QBZYACTSHF2FPACBKMGMD5TOOHS2ERCAHX3KQNDLHYJSV4ECO2KEU,HWFEFX352BZUIG3DW5GEIO742C4MEWGTEAEL27ZKUECFDPKNFVHA,1686012560,2023-06-06T00:49:20.000Z,796425061,1000,89.44081556759323,0.08944081556759323
jaxnole.algo,AAC2JBF6S6WIFE3SIWKDJ46HOBOXFBGBMMMSJDMIBE25SMBG4H2D2TJ3XY,562TAWM26QY5MTDGEB7D6UHNVZ77CNE7ZIZVFDZCUKFN2MTXX2TQ,1685973344,2023-06-05T13:55:44.000Z,796425061,1000,74.70865782924486,0.07470865782924485
stango.algo,XYEJCACB6BF2NU32K5UL37TN24SNBFURVEYUFQ2RR2XEHKUOZH5WSZTM7U,O4YV74MED5NYRBHCO6LVIS7YR3GDN6G5QTKSITQCA42XRDPAYDMA,1685967595,2023-06-05T12:19:55.000Z,796425061,49659,3532.1756295667933,0.07112860970955504
michaeljordan.algo,TIGER4VK5MHK2TIE2DLV5LQSJLZQROKY4H5VC3HXNTMDOPPMSPKKS4TK44,DGRVHFTC5PVPSLIA46O5XWXDUNRHMX5WTRWSDQHRO6GHOURCSBCQ,1685888035,2023-06-04T14:13:55.000Z,796425061,100,7.599187657320505,0.07599187657320505
andynguyen.algo,FTDVCZ7HNKANT3YXZOYJP55WDLVKZI4BMDHKQUMTH4FEIRY4Q6NRZB5OLI,4V24TQY3YGABVJ5IF4HQSKWNLR3BD57N34F333OWI6CM4SNSXKXQ,1685887379,2023-06-04T14:02:59.000Z,796425061,10001,759.9947576086238,0.07599187657320505
maui.algo,VXNVFUF5BTXJXM6GFRJ4J57KKAXNNT5AQ6IKI4RTYBFJGHOCVWYLJSU36Y,U5G3T3GE2FXPYQFNYKXHSKW25XRKI5CW2TX2C6LG2LKBOFCN637A,1685882002,2023-06-04T12:33:22.000Z,796425061,10420.69,848.3390976702962,0.08140910992173225
,MPJKLGXAKOTBTFW2UBSVHME5HX235QBQYXIURGRVGIZTJQCE4X4HHG4KH4,5MKP7ZNUWOLGZ3AMACOODVTVDOQFI2WVM7YKDTFA5D5ICWHUOBVQ,1685881910,2023-06-04T12:31:50.000Z,0,200,30.401480922269442,0.1520074046113472
vip.algo,GF746HJMTCM7M7KHMJYQLWG6CN4DVHC3UTXK4PU4CU2CF3FT5GXH56ZOVM,AA3JC435KXVQZOQK3TF4HV4ZPDHTRV6QGUPHNPKJGNG6BGTH5QUA,1685878736,2023-06-04T11:38:56.000Z,796425061,1286.58,98.30076034780477,0.07640470110510406
,LIL7TG5F63A4Q52AER6OG2A3ITSMGZVPPBS25H5QMYFX53MKPX2NQRA37U,WPBJSPD3YBEBWWMDYA56G7HEXJIMOY3VEJZTK6Q73XU5KJMAKQFA,1685875116,2023-06-04T10:38:36.000Z,796425061,0.1,0.008435770809759538,0.08435770809759537
,E24CKCGHDMCL3XGOWBMJPLY3L27WMZA6H7HBRG74IUAFT23I3SIFIS7KJY,FCCTWPJ47I6ZTRIWU6NNLOH3LN2XHIVD7XGTQT4ZKOZSMOSKZJZQ,1685873076,2023-06-04T10:04:36.000Z,0,50,7.594938115296393,0.15189876230592786
candleinvin.algo,BVHJC7BNIXZB564D2T3J4HJD7B73CTFOZP5CDJV65QJCIGS24D3HZK353M,7BNHOXZF7XBYKDOHKPNI66JN5TQEXOXHNH7UKWHXGP3P4WK7EDPQ,1685853615,2023-06-04T04:40:15.000Z,796425061,69.42,5.376694415773106,0.0774516625723582
algo101.algo,WJI3BDYLP7YZMU5GDOAGQIY3NSWBIYB5ZZPSWSS7A7F72XESSJNA4HSGFY,JAV5JSABQV2HJ7MSNEHLSTBUONPRHRCSZDO6PRVMQ5GHHUMHME4A,1685837024,2023-06-04T00:03:44.000Z,0,1.108,0.16753329567056952,0.15120333544275225
,FXZFVPZE7XT56RK6RRUXBQF6GHLMA2IIX3SHDKSKJGWSDK3FSQSX7F4XWQ,EIZWLPKNWTG4J2KGC7OOYIEHZC4UKXQQF7YTW35GNN36P3HWNWFA,1685835902,2023-06-03T23:45:02.000Z,0,27.284926,4.124483367030982,0.15116344339841647
,FXZFVPZE7XT56RK6RRUXBQF6GHLMA2IIX3SHDKSKJGWSDK3FSQSX7F4XWQ,73CP25O6B6Q4KMPQ4CU6J5HZZ5KRH3IFZ2UZI5SKJKRBZ6IAPFGQ,1685835704,2023-06-03T23:41:44.000Z,0,9.143706,1.3854268474573717,0.15151699403473512
cryptoforchange.algo,OFLWBWKRI2WY2HBM3IGJZELVYEDQHVMQBBRMQZYJIYL5ZAEJKOGT27QLAA,K3WN336TZ36CZ6QIFLNX3O5E23ULNSTPMO2CFPH5I6HGWZOODKEA,1685834760,2023-06-03T23:26:00.000Z,0,230,34.72952646182727,0.15099794113837944
cryptoforchange.algo,OFLWBWKRI2WY2HBM3IGJZELVYEDQHVMQBBRMQZYJIYL5ZAEJKOGT27QLAA,VHM7QFSYQPZ36WFMD6VR7VKCQAYD7ZVWAA4RN6K6MQTXKD2PIVZQ,1685834737,2023-06-03T23:25:37.000Z,796425061,500,35.39661600864528,0.07079323201729057
,NKZY75HAAOZGFP7527YIY7KMSFDOKOJHMUNTVFBNRENF7WZI7EEF2BIC24,VQ4CFQS4NNUTIJJJGI2NKULH2DW27HFDBD6KMYB3AD7QJLMHB3UQ,1685832338,2023-06-03T22:45:38.000Z,1103395709,100,24.29688325458331,0.2429688325458331
tradingclub.algo,HGOXKIOQDC2QBI4GYXA3RMYWJ4O26BIAUBAJ42O2R7USZRQ5ZSGW6YWPKM,PS3V3L6HAG4M23MUBUNY2YJRT4HEAZFHUCFZCTFZYVEDRGIXENLA,1685822576,2023-06-03T20:02:56.000Z,796425061,100,5.707915328175591,0.05707915328175592
,UMRT27ID5KV46TZMDXWRYQWEUUV7CMAJHEG6Q4QCVW2LGIREKULQNZTFFY,HMWARKLSHB5IMK3OWAKXE6SRXTFS2DCZVO6CVRXNAERMEUEBCQNQ,1685819201,2023-06-03T19:06:41.000Z,0,50,7.562181060997991,0.15124362121995982
,FLQYEC6WTQWIELGB77QP2VFRRONPTRN6A5XB2B6HPL2RP3IA3MLLINY64Y,QSKIEMTKHFPLG3HU4OP3WISQI7ZSVA5SKEXXWTHNGHLMERKFXFWA,1685812594,2023-06-03T17:16:34.000Z,0,100,15.17008357517448,0.1517008357517448
tomravensberg.algo,ILYXSZTSTUPH76SNF5UYZLGAI2T6QH7UVML5TM47O5HEISMW4U7UABJI7E,UFPSFZJGIZYE5GKYV4HM7OT76TC2PDPVX3MZF2SEEC3CPIUHNEXQ,1685810433,2023-06-03T16:40:33.000Z,0,130,19.75478836015018,0.1519599104626937
native.algo,DLO6VI4XJJWZOYUHSEKP3MVQZXGEOKDJUTTL5NJIS7UMXAPETOYLX3KNVE,BEFIY7PZNWCTZYAZXMLCZHSU5CVPALB72UMAXNRHJCG5I5AXD2AQ,1685803374,2023-06-03T14:42:54.000Z,796425061,4000,203.8512318970755,0.05096280797426888
fisherman.algo,NXI7MODRDUOVA7XQK2P3HVP325P26BOBWTADLGJUUEQ7ALMOVIQBIAURWM,Y4YHDN5UDIXE7NYWZ6IBHILNSODH7NV3IORKKBKUELDIBTD2O7KQ,1685802903,2023-06-03T14:35:03.000Z,796425061,9000,458.6652717684199,0.05096280797426888
,Y62CBYMYBVWJG2LCORAAVBKBGK7I3WBS24ANNRP5XGQSXOPAZRYDNV4FY4,OJKYO3XYQRRE7EZQEGXIWP3LRXDAALTVL26DDJULLGTA2ZHNQO2Q,1685802737,2023-06-03T14:32:17.000Z,1103395709,1000,208.97795151611032,0.20897795151611032
jaxnole.algo,AAC2JBF6S6WIFE3SIWKDJ46HOBOXFBGBMMMSJDMIBE25SMBG4H2D2TJ3XY,43KVTOKVHFZKHX4E3DP2GLAMN6KJJF5BI2MLLDMWZLETDWGL2AJA,1685801910,2023-06-03T14:18:30.000Z,0,500,75.76063408137692,0.15152126816275385
stripperfund.axiomartist.algo,RGT6XJWQVGHXGSSQFI22ULQL4OGN2EIJVHVTG35BMADBKICOSUOMIJ7IYI,Q7QWXG4LM3W7LASX2PB34NNAJH4VIPMG3MSS3JSAB4SKT6JEA2GA,1685801229,2023-06-03T14:07:09.000Z,796425061,5000,240.33046873909964,0.04806609374781993
,CESUKTCKPQZQJ2ZOP5K6M6557S327ZNIWYSIGD7BMLAPFWDJDQWFCHZNMI,KWFR7ZXSBTI63QJ77A44UCUG6H2JYINVBND5AKL3LM53EIDCTJNA,1685801187,2023-06-03T14:06:27.000Z,0,50,7.577109867997138,0.15154219735994276
kunstmusik.algo,2HYTI5GAB3WAJL5MZKQYUHZHYQJBEUD54OQNFZNBCPZXFPVDZOSCGUNORU,SW7PCTXXSUXN5KBI5EL5BVD7YP63QTWPMSNYADSHCWVIS64MDPUQ,1685799395,2023-06-03T13:36:35.000Z,0,50,7.5714388069259275,0.15142877613851854
,F6XMSV2GUYLLRWS25SNJKQCD7PLDKLIPXHGOLIE6N7OSFFMVUVBYIRYUQE,ZLAWLZXROBDBFULBLISATOK6FKIS4U7A4N6NDRVSLQ76KE4IANNA,1685799330,2023-06-03T13:35:30.000Z,1103395709,50,9.991908966077418,0.19983817932154835
,F6XMSV2GUYLLRWS25SNJKQCD7PLDKLIPXHGOLIE6N7OSFFMVUVBYIRYUQE,UBR527YKFL43OHJDKYCRNT52VZQC6WFN7553HOIXGXIAOJH2MT3A,1685799179,2023-06-03T13:32:59.000Z,796425061,25,1.1657029670020114,0.04662811868008045
,F6XMSV2GUYLLRWS25SNJKQCD7PLDKLIPXHGOLIE6N7OSFFMVUVBYIRYUQE,W36OT3FFMTOMYVJYTHHTIKEAG44FACZBNWDLXZBFN6HRXKYF4CMQ,1685799152,2023-06-03T13:32:32.000Z,1103395709,25,4.995954483038709,0.19983817932154835
vip.algo,GF746HJMTCM7M7KHMJYQLWG6CN4DVHC3UTXK4PU4CU2CF3FT5GXH56ZOVM,KSAWG6CSHRQX2XNWTQA5JCWNLN3WEVQHXEH3K7LQKV74DHOIGAUQ,1685798859,2023-06-03T13:27:39.000Z,796425061,690.42069,32.97628513064071,0.04776259693295215
paulie.algo,HMU6VVEFQMACFZMJWUVCEVDX2VQGFRQFT6GAJR3JKX4532TSNFXVREXPJI,QFQ2D6SZT5EBLPPOHUON7UGDV2OZDDWLUQMS6Q2EWSF253RUF4MA,1685797403,2023-06-03T13:03:23.000Z,796425061,1000,48.17130047509957,0.04817130047509957
,PRN6HBBOGI4VT5VWAWZQUUT3ZRLCIKEOX4YIKOXLFH645S2F22FFVK2GR4,2YFT7MVCC2OTPYOULMDBR553QP7JZS4YXMTOTZH5BQVNMEKQA4AA,1685796928,2023-06-03T12:55:28.000Z,796425061,2,0.09422503538951078,0.04711251769475539
goannabe.algo,2YNMNHBUF7ZMT4RULXMY2U7WJYBYKCMX4NM2S6OBQBPVB42BWSXYXMQ7OU,PAR2Y6SETALW6KGKEHYIIOU7UI6B4GHHYB4OGDSYPGG7GUNZCKWA,1685796920,2023-06-03T12:55:20.000Z,0,100,15.140712282856683,0.15140712282856683
fisherman.algo,NXI7MODRDUOVA7XQK2P3HVP325P26BOBWTADLGJUUEQ7ALMOVIQBIAURWM,YBT7Q7JA6QV3UMQQYRRHXDDINXEJVNHRWEB54NPIT6TGMHNRBGKQ,1685796488,2023-06-03T12:48:08.000Z,796425061,1000,47.11251769475539,0.04711251769475539
,3ZOVEQE6EVPHJJTDYV56PGHNTO5PPSFAQ2PEWSMO3P2MFTFNWZFAABC6H4,47D2SGMSPRC6UYWD36QQD5JNE3LSTSMFENLJCPOGR6OIZUWMWGNQ,1685795398,2023-06-03T12:29:58.000Z,796425061,250,11.145638817153701,0.04458255526861481
goannabe.algo,2YNMNHBUF7ZMT4RULXMY2U7WJYBYKCMX4NM2S6OBQBPVB42BWSXYXMQ7OU,YBPI6BGCCLQ4XCIBVOEKZC7AX7WPWUDPWEVIGF5Z2LWCIZPHO3AA,1685795364,2023-06-03T12:29:24.000Z,796425061,50,2.2291277634307405,0.04458255526861481
filipelima.algo,XEGY7HCIBBMWVUJ4HHUQKF3SA6D52SJXSAAMDVRMGQZLG2GKBW2YYI4PFE,KJVHWFWXZM5VCLAEAWH7DUETGGU2QD33ABQ5RFYKVR3T26QDPZNQ,1685794873,2023-06-03T12:21:13.000Z,796425061,50,2.2291277634307405,0.04458255526861481
stango.algo,XYEJCACB6BF2NU32K5UL37TN24SNBFURVEYUFQ2RR2XEHKUOZH5WSZTM7U,KHJKHZPC75UT4JORIWTCOLGMZS2YPYB7LN4SL5YUDGEDYOMPTM2A,1685794353,2023-06-03T12:12:33.000Z,796425061,10000,436.7775330962615,0.04367775330962615
vip.algo,GF746HJMTCM7M7KHMJYQLWG6CN4DVHC3UTXK4PU4CU2CF3FT5GXH56ZOVM,WLKHGXZIM6QEFEULYMRHIC5BZZXWXS7EFLO33Y7C4GCWBDF23YLA,1685743185,2023-06-02T21:59:45.000Z,796425061,420.69,18.54240885609172,0.0440761816446593
vip.algo,GF746HJMTCM7M7KHMJYQLWG6CN4DVHC3UTXK4PU4CU2CF3FT5GXH56ZOVM,F3EYGETRE3VXYJPUY6SZMGQREF77AZQI7JPRV7CIGZZ2BH2TIBUA,1685583971,2023-06-01T01:46:11.000Z,796425061,23,0.5975042547330047,0.02597844585795673
froghousedojo.algo,P4SPR5M6T45XP3KVKP3XCLK55U2WXR3PGWA43IMXM6IZA5HDOBO4O4AB5A,ACFM2J57TUH2KH4ZSUF3F62HJUSXOZ3J4U3K3WUYKYDNNU55ECYQ,1685163721,2023-05-27T05:02:01.000Z,0,6.63,0.9965558848714973,0.1503100882159121
maureendenny.algo,OOPX4A36S7GOYAZMCWEXZCV62V3GWKGSIGOO5PF5BBRL2TNRV7ITHWKE7U,4JYGQ2XLRFNOA7FEZ5FGFHXYAHLV22IUKME2M4TEL7RNKDWC75MQ,1685136281,2023-05-26T21:24:41.000Z,796425061,6969.69,75.32384347159099,0.0108073448706601
,5EIFWC25ABTARJL3G4PFPPJVYLR4OIUX3NYTUDSEGW4UFKJY4KMFXOGBPE,WM5VULORM6OFLDZAAOQ7PPK3JFMMNGARQU63EL6SS5Y6L6GULVXQ,1685123212,2023-05-26T17:46:52.000Z,0,15,2.2417613510540453,0.14945075673693636
xarmian.algo,PTDHJDTOQQUMZPUVLRL27XERLKBGZPVS7ESS7VD7OFSKY7KH4PAE5ZHTVQ,EZ3XGUPJQKEFGM2WNFMSAXE5K5N24S4SSNNPNXMOBKWNPBGSFJGA,1684936817,2023-05-24T14:00:17.000Z,796425061,1000,12.922164869009128,0.012922164869009128
,YAZ6ZCQNU6VP2MJLQPKHPISJYDEYQQMOTTZ3FETXI5PEOILU3RKRDY2N6U,NKKKMJKRISLUTRPX65VPX632KC6I7VMVEAT5K3HTL7EBLQZIPAVA,1684931057,2023-05-24T12:24:17.000Z,796425061,200,2.9773755299660802,0.014886877649830401
jaxnole.algo,AAC2JBF6S6WIFE3SIWKDJ46HOBOXFBGBMMMSJDMIBE25SMBG4H2D2TJ3XY,O5BTMNXH3CZ3JPMP4ULXA3QDSHAMDZSTRFBIR3IXEXFHHZYBT5CA,1684924430,2023-05-24T10:33:50.000Z,796425061,1000,15.700562758659679,0.015700562758659678
hashingslash.algo,SLASH6WN7MPCCMQ3PRNEU3JJ4J5WFBCX27U3QV4UIVYDPEQOWNHN37REZQ,TELV26BXL3VVXRKPQLJFWADEQ2VLVDSL7HKYFMM77LZDJOTKWGZQ,1684912375,2023-05-24T07:12:55.000Z,1103395824,3.252335,5.001617809960448,1.5378544368770277
anonymuss.algo,EHX7TF5FVLQYQLBBGZ2RLEWZIMT4Q66ILRKVBRTOJJFY3GIFDC3NPUFC4U,MZWIOC7NN5YBHPZTCVBRZ5GHAMUYSR7Z2P2GN6HRFCU5AKZLX32Q,1684907863,2023-05-24T05:57:43.000Z,796425061,1000,15.562908878004409,0.015562908878004409
,NFTCOOPERFV256YCEGSOISWKKO26LULIVDV5PC6UEJR36GWPEHF5JHYABM,Z6CRNJ6SAZCD2OQ5KVIJ5ITIKLRNNK4OKWOYQPPJBGFGQJLDAIVQ,1684904154,2023-05-24T04:55:54.000Z,1103395709,1836.092658,202.693814549575,0.11039410983232362
drtrev4.algo,ZSCNQXMWLFQQOXCDPRVJIHELDHVIKPOHHUB5KOZUKWS5A5HGETIIRI62FQ,E3L3UGFGFJSLU22ZZX6VYWU3GSVB5K7YB2EWXCSOUPUNRHNP2LHA,1684872675,2023-05-23T20:11:15.000Z,796425061,1050,18.492677319471124,0.017612073637591548
409.algo,OJMRO6OGTQR4GMOKU7GMRQMAQ6OWNLAJAMPIRILWNOSMV2CKXCOY76S42E,LUL4DHZ5GNUAPFS6DD674DNOUWXGDLIPFFTLRIU7KT7OXUQP67NA,1684871871,2023-05-23T19:57:51.000Z,0,20,3.2640837425564815,0.16320418712782409
,5EIFWC25ABTARJL3G4PFPPJVYLR4OIUX3NYTUDSEGW4UFKJY4KMFXOGBPE,V6YIVAXYOL6JP6YE7H6WK4OECL2OSNQ3F4TZUUU7TVJKC4CWJNRQ,1684858527,2023-05-23T16:15:27.000Z,0,10,1.6371776594348797,0.16371776594348797
robbie.coop.algo,HIBMJUF7EAWJXCIMNROUNJBJNXGUAB45QEJA4IV4XCNWQEBN2F7VMB3PKM,EHGBI7EH3WRXBEDE27SUC2ENK3T2AMQ3NX26Y5MZPJFIDQ4BEHOA,1684852631,2023-05-23T14:37:11.000Z,796425061,939.475,17.95124593151639,0.019107742017101456
roamoilanen.algo,C7FVVLZVOIWFSJUXRZIWWBJUYEZ2R22IX35A33XG5UDVCXXCX52NTC5QRE,UG3Q7LUDQYQT73T6KJG5ZKMRGQIZO4LOMKRFVAD34Z64BCQE3XQA,1684814795,2023-05-23T04:06:35.000Z,796425061,1000,19.46805004777996,0.01946805004777996
bravesir.algo,62ZE7N6FKB4IKQUTE7Q6CP5JCPMEVY4HWGWO3R5OESVIUM2ZJ72PHQ5CHM,H6R3NOCEVGU2GQRJJMKWNE6X652AKFRZYJRVQYC2P4YXAI2HM2KA,1684807539,2023-05-23T02:05:39.000Z,796425061,10000,217.45782423946963,0.021745782423946963
paulie.algo,HMU6VVEFQMACFZMJWUVCEVDX2VQGFRQFT6GAJR3JKX4532TSNFXVREXPJI,4Q6T3FDY5C6T6I6EHN4DF5ZXVFRXP2ISU5RUOBWM7CZXY5SY6IXQ,1684802707,2023-05-23T00:45:07.000Z,796425061,1000,18.573887353932733,0.018573887353932735
airdrop.algogator.algo,GO24CHPRAZLFUK3ZMQPEPTMCQHOFI7NGSFH65KPNYGIZOP7CV7H4O5I2RQ,KXINOQKCWUBAWLJISWIYBR4YGD2QMYC6DSBOHYMGCC72QUKBFF4Q,1684787408,2023-05-22T20:30:08.000Z,796425061,1000,14.61794560801059,0.01461794560801059
patrick.algo,MQ2QJHZSZ6A7ZXPFE2EPIWLYUMRRDO3DQBEO6NIQ2B5A5OJ4VMWOOI2AX4,KYAPOTMFMD3SAX6D7PFFWAF5RRPHUJTGYQCLG536VMT65EEZ3VIQ,1684786415,2023-05-22T20:13:35.000Z,796425061,1000,14.18545025660236,0.01418545025660236
dthirteen.algo,JPEGRZ6G4IBZCOC7UV6QZWJ6TENNKRIPENUJTLG5K7PKIKMVTJHUGERARE,ZUY2Y64KR4A3NL4C7PMSJKCYYYUA2MLQDCB3WJ3GLTQO7KJSDDPA,1684785479,2023-05-22T19:57:59.000Z,0,3,0.4848478792325527,0.16161595974418422
tucantribenft.algo,R3EORNT6425OPOY5GTPPXDSXN43IW7KROSXQYFYREEFOR6SLDJJ7GCFA44,QDAVWN4R2TB3SMROSIZ3UPDTOTXWPKDIJHHQQMJ476DQOMTL6E3A,1684785313,2023-05-22T19:55:13.000Z,796425061,420.696969,6.179854305954126,0.014689562229658292
movetoabetterworld.algo,T2LT2FQUGTKM5JRV4JXGNLOQEWD2EOFNXSH2V6HDC7RYFTHGQDXVZ2MVTA,AQDW6SASO46ERWLHAGBNYNIW5YRXLFHYHQYJTCGYEQ2VN7K56UKQ,1684779653,2023-05-22T18:20:53.000Z,796425061,13,0.1804002682635853,0.013876943712583484
dthirteen.algo,JPEGRZ6G4IBZCOC7UV6QZWJ6TENNKRIPENUJTLG5K7PKIKMVTJHUGERARE,SP7V2DIT44WMJ362DIKN245EYODTKCBDPXB26NKGSQHOSGFZ6O6Q,1684779233,2023-05-22T18:13:53.000Z,796425061,13,0.1747543970663915,0.013442645928183962
,NFTCOOPERFV256YCEGSOISWKKO26LULIVDV5PC6UEJR36GWPEHF5JHYABM,4JU5PNUGBKQ6J7HNLIMNGXCFVEOEBWYODJLQN6UI24PQIKOACWKA,1684766765,2023-05-22T14:46:05.000Z,1103395824,70.368195,87.58751726327799,1.2447031967109288
d13.algo,DEFIYIELD5UFVZGQM44QGHEJGKA4ZX763W3ZVRZYTSYVKKX6QOL7OTWKAQ,LJ7XGZP6ZBNHGIGQ7IJUBY5MHHACLVCNARTNNHNNO5VP45AGGD6Q,1684766454,2023-05-22T14:40:54.000Z,796425061,59659,683.3741968011315,0.01145467065825997
,NFTCOOPERFV256YCEGSOISWKKO26LULIVDV5PC6UEJR36GWPEHF5JHYABM,7VH3RPZ3K4IYCA737C5OAQIFCDACC4Q3PDECKBOCTAJEO3MCJ7PQ,1684766291,2023-05-22T14:38:11.000Z,0,1,0.16180080251181111,0.16180080251181111
