donor,usd_value,perc,ids
5HSCRRVNBZ467TGJAAOIBT5553SYB2FN55LO2FG7WTPS5UR7LLZCLGHXJU,5.412042435238808,0.02135340910221356,ZEGGLKUMJVXMRBF4UTEIWFLF7PD45QAWHG65KYUPN2SJOJWGNW5A
YGX3DYWGSZERSQYN7M7J3IWXIOURDX6RFSOKQJPU4RPC2RTZIOBFTDH3OI,4.553677220561249,0.017966698113257594,N6FZ2X7XDKAOOSQB57REXQOJ7C6BSVKIZCH5F3MNQ4IGIDCYFRLA
5EIFWC25ABTARJL3G4PFPPJVYLR4OIUX3NYTUDSEGW4UFKJY4KMFXOGBPE,3.878939010488925,0.015304494110059698,WM5VULORM6OFLDZAAOQ7PPK3JFMMNGARQU63EL6SS5Y6L6GULVXQ,V6YIVAXYOL6JP6YE7H6WK4OECL2OSNQ3F4TZUUU7TVJKC4CWJNRQ
L7C2IEQPYFZFPQ5RYTGOEQH46UKTTA42BICJFN72ZLCVHR4X4TVBJTFDLM,3.7271370244804656,0.01470555388581807,SOWBJLR5DLWD2NZ2EETOLGGFUZHGTSIRZPH73TSY2IFMEROKDX4A
MRQZC23CLRJJXRHXXKW3GIALRAFIVB6P3GNSNFLKWJ2QK3PYBTSSICIZU4,3.233769110450834,0.012758952943152773,YH6ULS3VN3YCKRZQJTZPG2ZJPOCQVWX7MJL5VF53FFCGWGLIXDJA,I2JZAGIX5GGXOIFSPDIFL42IRZGSTHFBM64YB2MZJKOFCO2RRSWQ
DGLTCFMANL2SMLVIAZ4KC2KIXSV7NSW27Y5SR23TKF5F64R5RKRPJJKC2I,3.1177776088147677,0.01230130427974097,NJTWGGJXM56DWJBM5EUXL4VTQTUYKB6UVUOEARMEU6E2EOCWI7VQ
PIXELYUC23O7REOIN2WUQ32ZH6Y5BEZD6DKB2ZNMMTMRAJHRHSCXNLFWPI,3.066460237716527,0.012098829736678285,WAFMGZLEQ7A2DNOG3RKMZXTSNNCSLUJ67SO6VC6DT54FMPNBM5JQ
YAZ6ZCQNU6VP2MJLQPKHPISJYDEYQQMOTTZ3FETXI5PEOILU3RKRDY2N6U,2.9773755299660802,0.011747342801365204,NKKKMJKRISLUTRPX65VPX632KC6I7VMVEAT5K3HTL7EBLQZIPAVA
2M4G7QRR6ZMUGR2MBLIVVG4YBH2KKPDBYSHDYO766GSYOEJLTNRK3C2CXA,2.6294598837588596,0.01037462904026256,Y3VQVSC6VSPOSBFOIIRJKBEY54SLRUAKSNUWVMO4IXESO6ZOWSRA
XEGY7HCIBBMWVUJ4HHUQKF3SA6D52SJXSAAMDVRMGQZLG2GKBW2YYI4PFE,2.2291277634307405,0.008795104185382941,KJVHWFWXZM5VCLAEAWH7DUETGGU2QD33ABQ5RFYKVR3T26QDPZNQ
BPVQAIMY5KXPAZ5OJ2V4HHXVYUJKPGGX3EVBIFULUE5M65MBE2I2HAG7SU,1.9352566575425165,0.007635625112105078,I4QTMKZ5EVPVLLZDWUNWJDYXKH4XUTVYAXSZ7TSGGLFKXWWEB53A
T2LT2FQUGTKM5JRV4JXGNLOQEWD2EOFNXSH2V6HDC7RYFTHGQDXVZ2MVTA,1.7183474777343617,0.0067798021007570985,WL2BXR2DLGQQ3S6EJYJQ6BDD4V4FAZBV5464MRP2536QRX2IOVNA,AQDW6SASO46ERWLHAGBNYNIW5YRXLFHYHQYJTCGYEQ2VN7K56UKQ
